fen	bestmove	score_cp	multipv	suite	split	case_id	random_prefix	takeover_plies	final_ply	worker	attempt
1nba1ab2/8r/3k1r2n/2p3p1p/p2Cp2P1/2B3c2/2P6/5AN2/R2K4c/1NBA5 b	i1a1	9999	1:i1a1:9999;2:i8b8:9999;3:f7f2:5558;4:f7f3:4874	random_pikafish_takeover	seed	case-000500	69	2	71	1	85
r3ka3/4a1r2/b1n3n1b/pC2p1pcp/2p1P4/2B6/P1P3P2/R5NC1/9/1NBAKA2R w	g2e3	2938	1:g2e3:2938;2:a2b2:2744;3:e5f5:2646;4:f0e1:2637	random_pikafish_takeover	seed	case-000501	30	2	32	4	87
1n1ak2n1/4a4/b1r5b/C3p4/cC2P1p1p/2B1P1P2/9/9/4A4/2NA1KBNR b	c7c4	-841	1:c7c4:-841;2:e6e5:-1304;3:c7c5:-1589;4:c7f7:-1767	random_pikafish_takeover	seed	case-000502	65	2	67	2	87
rnba1ab1r/5k3/6nc1/p1p1p3p/6pC1/3c2P2/2P1P3P/2N6/2C1A4/R1B1KABNR w	h5h1	1547	1:h5h1:1547;2:a0a4:1322;3:c3c4:1183;4:g4g5:1125	random_pikafish_takeover	seed	case-000503	12	2	14	0	86
rnb1ka1nr/4a4/6c1b/c1p1p3p/p5p2/P7P/2P1P1P2/4C2CR/1R7/2BAKABN1 w	a4a5	54	1:a4a5:54;2:b1b8:0;3:h2h1:-15;4:i4i5:-12	random_pikafish_takeover	seed	case-000504	14	2	16	3	88
r2a1ab1r/3nk4/b2cn4/p1p1p1p1p/6P2/9/P1P1PC2P/2N4CB/4A4/R1B1KARc1 b	g6g5	-15	1:g6g5:-15;2:i9h9:-15;3:a9b9:-64;4:h0h1:-159	random_pikafish_takeover	seed	case-000505	27	2	29	5	86
1rbak2n1/2n1a4/4r3b/2p1p1p1p/p8/2P3P1P/PC1CP4/B3B1N2/R1N1A4/1c2KA2R b	b0b2	-3201	1:b0b2:-3201;2:h9f8:-3275;3:h9g7:-3331;4:e7d7:-3384	random_pikafish_takeover	seed	case-000506	59	2	61	1	86
C4abnr/4k4/b5c2/2p1p1p1p/C6R1/p8/P1P3r1c/R3B3B/9/1N1AKA1N1 b	h9i7	-3763	1:h9i7:-3763;2:g7g8:-3694;3:i9i8:-3893;4:a4b4:-3906	random_pikafish_takeover	seed	case-000507	29	2	31	4	88
rnba1abnr/4k3c/9/2p1p3p/p7c/6P2/P1P1P3P/1C3A3/3CA2R1/RN2K1B2 w	g4g5	47	1:g4g5:47;2:h1h8:26;3:c3c4:0;4:b2d2:-12	random_pikafish_takeover	seed	case-000508	28	2	30	2	88
1n1ak2n1/4a4/1c3C2b/2p1pC2p/2b6/2c5P/4P1P2/4BA2N/8R/1NBAK4 w	i1h1	4587	1:i1h1:4587;2:f7h7:4480;3:i1c1:4431;4:i2h4:4344	random_pikafish_takeover	seed	case-000509	52	2	54	0	87
3a4r/r3ck3/b1n2an1b/p3p1p1p/2p6/2P6/P2cP1P1P/1R2BA2B/8C/1N1CKA1NR w	b2b7	1877	1:b2b7:1877;2:c4c5:1761;3:i1c1:1781;4:h0g2:1692	random_pikafish_takeover	seed	case-000510	42	2	44	3	89
1n1akabn1/5r3/1P2b2C1/4p1p1p/2p6/2P3BNP/4P1c2/2R1B4/3K5/3A1A2R b	f8h8	-2890	1:f8h8:-2890;2:c5c4:-2950;3:g6g5:-3030;4:f8a8:-3057	random_pikafish_takeover	seed	case-000511	71	2	73	5	87
3ar4/1c2k4/4b4/2p1pn2p/p5b2/3RP4/P1P3P1P/c7N/3KA4/1NB2A3 w	d4d8	31999	1:d4d8:31999;2:e4e5:9999;3:b0a2:140;4:d4b4:10	random_pikafish_takeover	seed	case-000512	58	2	60	4	89
1nbak2n1/4arC2/b1c6/p1p1p3p/5c3/2P6/Pr2P1P1P/2N3C1B/4A3R/R1BAK2N1 w	i1h1	9	1:i1h1:9;2:i2g0:-158;3:h0f1:-385;4:i1f1:-425	random_pikafish_takeover	seed	case-000513	30	2	32	1	87
rnba2bnr/c2ka4/9/2p1p1p1p/p8/4C1c1P/P1P1P1P2/R3B4/3C4R/1NBAKA1N1 w	e4d4	31999	1:e4d4:31999;2:a2b2:31998;3:i1f1:31998;4:g3g4:31998	random_pikafish_takeover	seed	case-000514	16	2	18	5	88
2ba1abr1/n2k5/3CC3n/p1p1p4/8p/P1B2pc2/2P1P2RP/5K3/R3A4/1N3ABN1 w	h3h9	3797	1:h3h9:3797;2:e7h7:3769;3:d7d3:3300;4:h3h7:3284	random_pikafish_takeover	seed	case-000515	66	2	68	2	89
3a1aR2/4k4/2n4n1/p1p1p1p2/6b2/4rcB2/P1P3Pc1/3AB3N/4AK3/2R6 w	g9f9	-800	1:g9f9:-800;2:g9g7:-945;3:g9g6:-1090;4:g9g8:-1296	random_pikafish_takeover	seed	case-000516	76	2	78	0	88
1c1aka3/6r2/n3b1n1b/4p1p2/p1P2N2p/4P3P/P5P1R/6C2/N2R5/2BAKcB2 w	f5e7	4362	1:f5e7:4362;2:g3g4:4204;3:i3i1:4173;4:e4e5:4063	random_pikafish_takeover	seed	case-000517	66	2	68	3	90
1P4b2/C3ak3/b4r3/p1R3p1p/4p4/4c1c1P/P5P2/B5r1N/9/2BAKA3 b	e8d9	31994	1:e8d9:31994;2:f8f9:31993;3:e8d7:9999;4:e8f9:5249	random_pikafish_takeover	seed	case-000518	79	2	81	4	90
r1ba1ab2/4k4/1rC2R3/p3c4/P2Np4/6pp1/4P1P2/4B4/4AK3/5ABN1 b	e6d6	548	1:e6d6:548;2:e6c6:523;3:a6a5:437;4:g4f4:141	random_pikafish_takeover	seed	case-000519	69	2	71	1	88
1n1akabr1/9/b5n2/1Rp3p2/2P1p3p/5rP2/p1R1P3P/9/4A4/2B1KABc1 b	b9d8	5449	1:b9d8:5449;2:h9h1:4965;3:c6c5:4865;4:f4d4:4721	random_pikafish_takeover	seed	case-000520	41	2	43	5	89
2rak1b2/4a3r/2ncb3n/4pcp1p/pRp6/6P2/P1P1P3P/4B4/4A1R2/1N1AK1BN1 w	b5b4	-4361	1:b5b4:-4361;2:b5b1:-4394;3:b5b2:-4400;4:b5b3:-4407	random_pikafish_takeover	seed	case-000521	40	2	42	2	90
1nbakabr1/1r7/8n/p3p1p2/2p4cp/6B2/P1P1P1P1P/RC2C4/9/1cBAKA1NR w	e2e6	-2734	1:e2e6:-2734;2:h0g2:-2762;3:i0i1:-2836;4:b2c2:-2836	random_pikafish_takeover	seed	case-000522	16	2	18	0	89
1rbak2r1/4a4/n7b/c3p3p/2p6/P1P3PC1/4P3P/N2cB3N/4A3R/R1B1KA3 b	d2i2	1025	1:d2i2:1025;2:d2b2:494;3:d2d1:472;4:h9h4:102	random_pikafish_takeover	seed	case-000523	39	2	41	3	91
2ba1a3/5r1r1/b4kn2/C2n5/p3p3C/2P3p2/P7P/1R3A3/3NK4/2Bc2cN1 w	h0g2	-5203	1:h0g2:-5203;2:b2b6:-5516;3:h0i2:-5551;4:a6c6:-5716	random_pikafish_takeover	seed	case-000524	90	2	92	4	91
2bakabn1/2n3r2/9/p1p3p2/P1C1c3P/P3p1P2/4N4/1c3r2B/R3K2CR/2BA1A1N1 b	e4e3	31996	1:e4e3:31996;2:g8f8:9999;3:c6c5:5562;4:f2f0:5460	random_pikafish_takeover	seed	case-000525	73	2	75	1	89
r3kab2/3na4/bc7/4p3p/pCpP2p1P/P1P2c3/2N3P2/5RNrB/4A4/R1BAK4 b	f4i4	90	1:f4i4:90;2:f4h4:102;3:f4f7:22;4:c5c4:17	random_pikafish_takeover	seed	case-000526	39	2	41	5	90
1nbaka3/8C/9/3P5/p1c2Cb2/P1B1P3p/5c3/8r/4A4/2BAK4 w	c4e2	-3988	1:c4e2:-3988;2:i8c8:-4111;3:c4a2:-4129;4:c0e2:-4066	random_pikafish_takeover	seed	case-000527	90	2	92	2	91
1nbaka1nr/4c4/7rb/p3p1p1p/2p6/2P1P4/P5P1P/R3CA2B/1c7/1NBAK2NR b	h7b7	2833	1:h7b7:2833;2:e8e4:2752;3:b1b7:2744;4:b1b8:2631	random_pikafish_takeover	seed	case-000528	19	2	21	0	90
r1baka1r1/1c7/n7b/C3p1p2/p1p6/6Pcp/P1P1P3P/B1N6/9/R2AKABNR b	a7c6	1550	1:a7c6:1550;2:a9b9:1435;3:a7b9:1118;4:a7c8:937	random_pikafish_takeover	seed	case-000529	19	2	21	3	92
1nb2abn1/4C2r1/3k5/p3N4/2P3P2/2c1C4/P3p4/4B3R/3cA4/2BAK2N1 b	h8h0	-3625	1:h8h0:-3625;2:c4c3:-3852;3:c4d4:-3994;4:g9e7:-4116	random_pikafish_takeover	seed	case-000530	85	2	87	4	92
2bak1b1r/1r2a4/1cn4cn/p1p1p1p1p/9/9/P1P1P1P1P/B3C3N/3CK4/RN1A1AB1R b	b7b3	1361	1:b7b3:1361;2:b8d8:1272;3:b7a7:1260;4:i9h9:1088	random_pikafish_takeover	seed	case-000531	13	2	15	1	90
1nbakabn1/9/4c2C1/p3p4/2p3r1r/P3p1B2/2P4Np/R8/1c2N4/2BAKA2R b	i3h3	4405	1:i3h3:4405;2:b1b4:1415;3:b9a7:1153;4:b1d1:839	random_pikafish_takeover	seed	case-000532	41	2	43	5	91
6b2/4k4/2raban2/2c1P1r2/p3R1p1p/P7P/6P2/3A2N1B/5K3/1NcA3R1 w	h0h4	-3300	1:h0h4:-3300;2:h0h8:-3700;3:d0e1:-3806;4:h0h7:-3764	random_pikafish_takeover	seed	case-000533	88	2	90	2	92
2bakab2/P8/3C2c2/p5p2/P3p2P1/8p/8n/2N1B4/4A2R1/r1B1KA1N1 w	h1h3	2208	1:h1h3:2208;2:h1f1:2130;3:h1h2:1779;4:d7d0:1443	random_pikafish_takeover	seed	case-000534	86	2	88	0	91
1nbaka1nr/9/r7b/2pC3c1/2Pc2p2/p3p3p/P1C3P1P/B5N1B/3NA3R/R2AK4 b	c6c5	-193	1:c6c5:-193;2:d5d3:-566;3:d5d4:-840;4:d5e5:-964	random_pikafish_takeover	seed	case-000535	35	2	37	3	93
1n1akabn1/2r6/4b1r2/8p/c3p1P2/N1B2C2P/c1P6/8N/C7R/3AKAB2 b	e5e4	4504	1:e5e4:4504;2:c8d8:4123;3:g7g5:4097;4:g7g8:4045	random_pikafish_takeover	seed	case-000536	63	2	65	4	93
1nb1kab2/9/1C1r1a2n/1C6p/pcp1p4/P6r1/2P1P1p2/3N1A2B/9/2BAKR3 b	b5b7	4709	1:b5b7:4709;2:d7b7:4641;3:b9a7:4298;4:b5b4:4230	random_pikafish_takeover	seed	case-000537	77	2	79	1	91
r1baka1r1/9/n7b/p1p1p1p2/7cp/5C3/P1P1P1P1P/4B4/9/RN1AKABN1 b	h5a5	3730	1:h5a5:3730;2:f9e8:3455;3:a9b9:3437;4:i5i4:3417	random_pikafish_takeover	seed	case-000538	19	2	21	5	92
r1bk1ab2/5nr2/9/2C5p/p1p1pR2P/P5p2/R1P1P4/3A5/4AK3/1NB4C1 b	d9e9	-3835	1:d9e9:-3835;2:a9a6:-3848;3:g4f4:-3972;4:f9e8:-4065	random_pikafish_takeover	seed	case-000539	81	2	83	2	93
rc1akabnr/3n5/bc7/p1p3p2/8p/9/P1P1P1P1P/2N3C1R/4A4/R1BAK1BN1 b	b9c9	2002	1:b9c9:2002;2:b7e7:2000;3:h9i7:1981;4:h9g7:1879	random_pikafish_takeover	seed	case-000540	17	2	19	0	92
3ak1bn1/3n3r1/b2ac4/2p1p2cp/pr4P2/9/P1P1PC2P/2CAB2N1/3RA4/RNB1K4 b	e7e3	2898	1:e7e3:2898;2:h6f6:2636;3:b5d5:1614;4:b5g5:1397	random_pikafish_takeover	seed	case-000541	69	2	71	3	94
2C1kabn1/3n5/3a5/p3p4/6p1r/1r2P1P2/P1P5P/B4A2R/4A4/2B1K4 w	c9c4	-4012	1:c9c4:-4012;2:i2h2:-4017;3:i3i4:-4019;4:g4g5:-4026	random_pikafish_takeover	seed	case-000542	66	2	68	4	94
1nbak1b1r/4a4/9/r1p5p/2P1p1pn1/p1c6/3C2P1P/8B/R1C2R3/1NBK1A1N1 w	a1b1	319	1:a1b1:319;2:c5d5:240;3:c5c6:137;4:f1f4:35	random_pikafish_takeover	seed	case-000543	46	2	48	1	92
r1bak1bn1/9/c1n2a3/4p1p1p/2p1P4/p6CP/P1P3P2/4B3B/3NA4/c3KA1NR w	d1b2	-3908	1:d1b2:-3908;2:h4h2:-4655;3:g3g4:-4746;4:i2g4:-4620	random_pikafish_takeover	seed	case-000544	38	2	40	5	93
1n2rab2/4k4/4ba2n/6p1r/p5P2/5C2p/PNpC4P/R8/4A4/2BK1ABN1 w	f4e4	4642	1:f4e4:4642;2:d3e3:4560;3:a2h2:965;4:d3d1:401	random_pikafish_takeover	seed	case-000545	84	2	86	2	94
3a1k2r/9/r1n1ba2b/p3p4/2p3P1R/7C1/P1PcP4/B4A1p1/3N2c2/3AKCBN1 b	h2h1	3278	1:h2h1:3278;2:f9e9:3188;3:d9e8:3160;4:e7g5:3120	random_pikafish_takeover	seed	case-000546	53	2	55	0	93
6r2/3k5/b1nab4/1r2pn3/p1p1P1PNp/P7P/2P6/6C1B/4AKR2/1NBA5 b	g9i9	1153	1:g9i9:1153;2:f6g8:964;3:g9h9:676;4:g9f9:488	random_pikafish_takeover	seed	case-000547	83	2	85	3	95
rc1akabn1/9/2n5c/p5p1p/2b1p4/6B2/P3P1P1P/B1N6/2C1A4/R2K1A1NR w	i0i2	2727	1:i0i2:2727;2:a0b0:2692;3:d0e0:2569;4:h0f1:2532	random_pikafish_takeover	seed	case-000548	24	2	26	4	95
1n1krab2/9/b2a2n2/1C2p4/7cp/2B1P3c/P2Np4/8N/3K5/3A1ABR1 w	d3c5	-2821	1:d3c5:-2821;2:i2g3:-2856;3:b6d6:-2905;4:h0h3:-3190	random_pikafish_takeover	seed	case-000549	90	2	92	1	93
3a1ab2/1cn1k4/1c4n2/p5p2/2r3b1r/4C1PRC/P3P3P/B8/R3A1N2/1N2KAB2 w	a1d1	2213	1:a1d1:2213;2:b0c2:1465;3:g4g5:1414;4:g1f3:1412	random_pikafish_takeover	seed	case-000550	50	2	52	5	94
rn1aka3/8r/b1c3n1b/2p1p3p/p7P/2P3Cc1/P3P1P2/B2C5/9/RN1AKABNR w	i5i6	1341	1:i5i6:1341;2:a0a1:1075;3:d0e1:1023;4:h0g2:1015	random_pikafish_takeover	seed	case-000551	14	2	16	2	95
1nC1kabn1/2C1a3r/7R1/p1p3p1p/8P/4P1P2/PcP6/R3K4/5c3/2BA1AB2 w	c8i8	9999	1:c8i8:9999;2:h7b7:4645;3:a2b2:3850;4:e2e1:3763	random_pikafish_takeover	seed	case-000552	44	2	46	0	94
2rakab2/n7r/9/p1pC4p/2b1P1p1P/6P1c/P1P1N4/4BA2B/3c4R/3A1K2R w	i1d1	-1820	1:i1d1:-1820;2:g4g5:-2295;3:d6d4:-2306;4:e3f5:-2552	random_pikafish_takeover	seed	case-000553	76	2	78	3	96
r2a1kb2/3n5/4b1Pc1/2p6/1c2p4/2P1PN2r/p3C3P/N3B3R/9/R2AKAB2 w	i3i4	4080	1:i3i4:4080;2:e3f3:3911;3:i2f2:3754;4:f4g6:3082	random_pikafish_takeover	seed	case-000554	42	2	44	4	96
2baka3/6n1r/4b1n2/4p1pcp/2pc5/p7P/P1N1P3C/4R1N2/5K3/2BA1AB2 b	c5c4	3351	1:c5c4:3351;2:d5f5:3291;3:d5d7:3000;4:d5d8:2851	random_pikafish_takeover	seed	case-000555	71	2	73	1	94
r1baka1C1/2c3r2/n2Cb4/p3p4/P5p1p/2p1P4/R5P2/N4AnRB/9/2B1Kc1N1 b	e7g9	10	1:e7g9:10;2:g8g9:-9;3:f9e8:-1046;4:e9e8:-1270	random_pikafish_takeover	seed	case-000556	49	2	51	5	95
2b1kar2/4an1r1/n7b/p1P5p/4c1p2/P2p4P/4C4/N3B1R2/9/R2AKABN1 w	a0c0	-1284	1:a0c0:-1284;2:a2b4:-1348;3:a0b0:-1665;4:d0e1:-1783	random_pikafish_takeover	seed	case-000557	46	2	48	2	96
rnbakabnr/7c1/8c/p3p1p1p/2p6/6P2/P1P1P3P/1C2B1N2/3C5/RN1AKAB1R w	i0h0	736	1:i0h0:736;2:b2c2:683;3:d1c1:590;4:b0a2:582	random_pikafish_takeover	seed	case-000558	12	2	14	0	95
4k4/r3a1N2/3Cb3n/4p1p1p/2p3b2/9/2c1P3P/3C2N2/4K4/2BA1AB2 b	i7g8	3727	1:i7g8:3727;2:e9f9:1627	random_pikafish_takeover	seed	case-000559	71	2	73	3	97
2ba2b2/4k4/2na4n/2p1r3p/1C3c3/7C1/P3p1P1P/c1R5B/3NK4/3A2BN1 b	f5f7	3421	1:f5f7:3421;2:a2a0:2629;3:a2a1:2627;4:i7g6:2425	random_pikafish_takeover	seed	case-000560	79	2	81	4	97
r1ba1ab2/3k5/1C7/p1p1n1p1P/r8/2B6/1RPp4R/3c2N2/9/c1BAKA1N1 b	a5d5	34	1:a5d5:34;2:d3c3:34;3:a5e5:7;4:d8e8:5	random_pikafish_takeover	seed	case-000561	73	2	75	1	95
r1bakab2/4nc2r/8n/p1p1p4/6p2/P8/2P1P1c1p/2C1B3B/1C7/RN1AKA1NR w	b1b6	-1813	1:b1b6:-1813;2:a0a2:-1868;3:b0d1:-1981;4:i2g0:-1999	random_pikafish_takeover	seed	case-000562	38	2	40	5	96
r1bak1bcr/4a4/7c1/p7p/2p1pnp2/6P1P/P1P1P4/4C4/RC1K5/1NBA1ABNR w	d1e1	-84	1:d1e1:-84;2:i0i3:-153;3:g4g5:-163;4:e2e5:-271	random_pikafish_takeover	seed	case-000563	36	2	38	2	97
3aka1nr/r8/nc2b2cb/2p1p1p1p/3P5/5CP2/R1P5P/2N5N/1C2A3R/2BAK1B2 w	f4e4	2570	1:f4e4:2570;2:i1h1:2522;3:b1b6:2160;4:a3a5:2331	random_pikafish_takeover	seed	case-000564	32	2	34	0	96
3a1ab2/4kr3/b2c4n/p1p1n1p1p/4p4/Pr4P1P/2P1P4/N2A3C1/R3K2R1/1cB2ABN1 b	b4b5	4025	1:b4b5:4025;2:b4b7:3860;3:b4b9:3830;4:b4b6:3769	random_pikafish_takeover	seed	case-000565	31	2	33	3	98
3ak1b2/4a2r1/2n1c4/3P2p1p/R1bN1P3/3n5/1p2P1R1c/3CB4/4AK3/2BA5 b	c7d5	1600	1:c7d5:1600;2:d4f5:1257;3:h8h1:1234;4:e7f7:885	random_pikafish_takeover	seed	case-000566	85	2	87	4	98
r1bakabnr/9/2n5c/p1p1p1p1p/9/9/P1P1P1P1P/N2CC4/2c1A4/R1BA1KBNR b	c1b1	-28	1:c1b1:-28;2:h9g7:-1666;3:a9b9:-1756;4:i7f7:-1967	random_pikafish_takeover	seed	case-000567	13	2	15	1	96
2b1kab2/n4r3/1c5r1/p3P1c2/2p3pnp/P5P1P/1RP6/N7N/5K3/2BA2B1R w	f1e1	-9999	1:f1e1:-9999;2:e6f6:-31999	random_pikafish_takeover	seed	case-000568	68	2	70	5	97
rCbaka1n1/9/1c7/p1p1p1p1r/6b1p/2P1P3P/P5PC1/N1R6/9/R1BAKABc1 b	a9b9	2457	1:a9b9:2457;2:i6h6:1543;3:i6i8:1410;4:i6i7:1235	random_pikafish_takeover	seed	case-000569	17	2	19	2	98
2bak2nr/9/5a3/p1p3p2/4p1bcp/4P1B2/P1P3P1P/B4KN1R/1r2A4/RN1A5 w	e4e5	-3756	1:e4e5:-3756;2:g2f0:-3992;3:f2f1:-4023;4:i2h2:-4192	random_pikafish_takeover	seed	case-000570	40	2	42	0	97
2bak1b1r/r3a4/1c6n/p1p2Rp2/4p1P2/8p/2P5P/2N1K3B/6C2/RCBA1A3 w	b0b4	28	1:b0b4:28;2:e2e1:24;3:g1e1:-5;4:g1g4:-353	random_pikafish_takeover	seed	case-000571	52	2	54	3	99
3anab1r/1r7/4bk2n/p8/1P2p1pc1/5c2p/4P4/4KA2B/1R4C1N/N1B2A2R w	i2g0	-2904	1:i2g0:-2904;2:i1g2:-2912;3:b1b4:-2917;4:i0h0:-3291	random_pikafish_takeover	seed	case-000572	70	2	72	4	99
1n3kb1r/1r7/b4a3/4pRn1p/p1p3p2/P1P1P1P1P/9/2N6/4A4/2BK1NBc1 b	f9e9	4586	1:f9e9:4586;2:i9h9:4566;3:g6f8:4586;4:b8b3:4562	random_pikafish_takeover	seed	case-000573	65	2	67	1	97
2ba1a1n1/4k2r1/n3C1c1r/p5p1p/2p1p4/1cP6/P3P1PRP/9/1C2A4/RNB1KABN1 b	h8h3	2340	1:h8h3:2340;2:b4b0:1171;3:i7i8:792;4:c9e7:-3489	random_pikafish_takeover	seed	case-000574	27	2	29	5	98
1r1akab2/5C3/4bcn2/4p1p2/2p5p/8P/2P2CP2/1R1A5/4Ac3/1NBRK2Nr b	b9b2	9999	1:b9b2:9999;2:i0h0:9999;3:b9a9:3848;4:b9c9:3505	random_pikafish_takeover	seed	case-000575	69	2	71	2	99
r1bk1abn1/4a4/9/2p1p4/1n3P2p/C1P3p2/6P2/1cRA4R/4K4/2BA1cBN1 b	a9a4	840	1:a9a4:840;2:f0c0:724;3:b2b0:362;4:f0h0:78	random_pikafish_takeover	seed	case-000576	51	2	53	0	98
rnbaka2r/5n3/3c4b/pCp1p1pC1/8p/8P/2P3P2/4BA2N/R1c1N4/2BAK3R b	b9c7	-1648	1:b9c7:-1648;2:i9h9:-1734;3:e6e5:-1748;4:i5i4:-1947	random_pikafish_takeover	seed	case-000577	37	2	39	3	100
3ak1b2/4ac3/4b3n/4C1p1p/2p1p1P2/p7P/PrP3c2/B4r2B/2C1N4/R2AKA1NR b	f2f6	2754	1:f2f6:2754;2:b3b6:2382;3:g6g5:2309;4:b3b1:2271	random_pikafish_takeover	seed	case-000578	51	2	53	4	100
r3kab1r/4ac3/4b1n2/2p1pP3/4P3c/p6p1/2nCP3P/4B2R1/4A4/RNC1KABN1 w	h2h4	1628	1:h2h4:1628;2:b0c2:653;3:f6g6:1105;4:f6e6:399	random_pikafish_takeover	seed	case-000579	46	2	48	1	98
3akabn1/8r/n3b4/2p3p1p/p3P2c1/1C6P/2P1N4/1R4N1C/1R3K3/2BA1AB2 w	f1e1	5654	1:f1e1:5654;2:b1d1:5644;3:b2d2:5490;4:b2f2:5598	random_pikafish_takeover	seed	case-000580	64	2	66	5	99
2baka1n1/R8/bC4r2/p3n2C1/P3p1p1p/2p3P2/4P4/N2RB4/4A3N/2rAK1B2 w	b7b9	5334	1:b7b9:5334;2:a8h8:4632;3:b7b6:4632;4:d2d9:4493	random_pikafish_takeover	seed	case-000581	82	2	84	2	100
3a1a3/2r1k4/2n1b3R/p1p6/P3p1pcp/2BC5/4PNc1P/9/9/3AKAB2 w	i7i8	3189	1:i7i8:3189;2:f3g5:1358;3:i7i5:263;4:a5a6:4	random_pikafish_takeover	seed	case-000582	66	2	68	0	99
1n1aka3/5n3/b7b/2r6/8c/1C2PpB1p/1p4P2/R3B4/R8/1N1K1A3 b	f4e4	-1147	1:f4e4:-1147;2:b9c7:-1231;3:i4h4:-1251;4:i5h5:-1249	random_pikafish_takeover	seed	case-000583	79	2	81	3	101
rn1akab1r/6n2/4b4/p5p1p/2p6/4p3P/R1P3P2/8C/1C2A3R/1NBAK1B2 b	i9h9	-2428	1:i9h9:-2428;2:b9c7:-2441;3:d9e8:-2551;4:g8f6:-2566	random_pikafish_takeover	seed	case-000584	25	2	27	4	101
4kann1/4a4/4b4/p1C1p1p1P/1r4b1C/P1P3P2/4P4/9/1c2A4/1NBA1KBNR b	g5i7	-3126	1:g5i7:-3126;2:b5b6:-3268;3:b5b3:-3341;4:b5b7:-3497	random_pikafish_takeover	seed	case-000585	67	2	69	1	99
2bak3r/2r1a3n/2nc4b/p3p3p/2R3p2/c5C2/P3P1P1P/2N1B3N/4K4/2BA1A2R b	c9e7	2858	1:c9e7:2858;2:a4f4:2786;3:c9a7:2777;4:g5g4:2715	random_pikafish_takeover	seed	case-000586	59	2	61	5	100
3a1a2r/3n1n3/b2k5/2p3P1p/4p1b2/pr4B1C/1CP5P/5ANc1/5K3/R1B3R2 w	i4b4	5421	1:i4b4:5421;2:g0d0:5250;3:g6f6:4493;4:i4i9:4366	random_pikafish_takeover	seed	case-000587	74	2	76	2	101
1nbaka3/r4n3/8r/pCp1p3p/2b3p2/3c5/P1P1PcP1P/N3B2CR/4A4/1R1AK1BN1 w	b0b4	556	1:b0b4:556;2:h2h8:263;3:h2f2:208;4:e2c0:139	random_pikafish_takeover	seed	case-000588	20	2	22	0	100
rn1ak1bnr/4a4/b8/4p3p/p1p6/2P5P/P3PRP2/Cc2B3N/9/1NBAKA1R1 w	h0h7	1961	1:h0h7:1961;2:f3f4:1889;3:h0h4:1787;4:c4c5:1716	random_pikafish_takeover	seed	case-000589	32	2	34	3	102
r1bakab1r/9/n5n2/p1p1p3p/6pc1/PCP5P/4P1P1C/2c1BA3/1R7/2BAK2R1 w	g3g4	-1808	1:g3g4:-1808;2:i4i5:-1879;3:b1c1:-2588;4:b4b2:-2735	random_pikafish_takeover	seed	case-000590	24	2	26	4	102
3a1ab2/2r1k3n/2n5r/2p3p1p/p1bC5/P1B1p1P1P/2Pc5/2C1B4/2N1A1R2/3AK2N1 w	g1h1	-2352	1:g1h1:-2352;2:h0g2:-2628;3:d5e5:-2775;4:g1g3:-2536	random_pikafish_takeover	seed	case-000591	72	2	74	1	100
rnbaka2r/5n3/b8/1C7/p1p1p1p1p/2P2R3/P3P1P1P/3A1R3/2C1N4/2BK1AB2 w	b6a6	5374	1:b6a6:5374;2:f4f8:4970;3:e1d3:4578;4:c4c5:4572	random_pikafish_takeover	seed	case-000592	54	2	56	5	101
r1bakab1r/2n6/2c3n2/p1p1C1p2/8p/2P6/P1C1P1P1P/B8/4A1c2/RN2KABNR w	e6e5	2293	1:e6e5:2293;2:e6e4:1824;3:h0i2:3;4:e6f6:-15	random_pikafish_takeover	seed	case-000593	28	2	30	2	102
r1b1k1b2/4a4/2r6/6p1n/1P6p/1C7/6P1P/4B1N1N/4AK2R/5AB2 b	a9a4	2715	1:a9a4:2715;2:a9a2:2498;3:c7f7:2391;4:i6g5:2308	random_pikafish_takeover	seed	case-000594	81	2	83	0	101
1n1ak2R1/C8/b3ba3/p1p6/4p1p1P/4P1B2/P1cr2P2/2R3N2/4A4/1N1A1KB2 b	e9e8	-5117	1:e9e8:-5117;2:e7g9:-5179	random_pikafish_takeover	seed	case-000595	63	2	65	3	103
3k2b1r/2c1a3n/2Crb4/p5p1p/2p6/4P1PN1/P4c2P/R6CB/9/1NBAKA3 w	g4g5	-3047	1:g4g5:-3047;2:a2b2:-3122;3:e4e5:-3243;4:b0c2:-3351	random_pikafish_takeover	seed	case-000596	40	2	42	4	103
3aka1n1/2r6/2r5b/2p5p/2b1p4/p3P1p1P/P1P1C1P2/3AB1N2/3R4R/1N2KAB2 w	g3g4	4617	1:g3g4:4617;2:e4e5:4617;3:i1h1:4582;4:d1h1:4557	random_pikafish_takeover	seed	case-000597	56	2	58	1	101
1n2kabn1/4a3r/r3b2R1/p3p1p1p/1Cp6/9/PcP1P1P1P/B7B/4A4/1N2KA1NR b	b9c7	2716	1:b9c7:2716;2:a7b7:2505;3:h9i7:1956;4:a7d7:1913	random_pikafish_takeover	seed	case-000598	15	2	17	5	102
1nb1k1b1r/3Ca4/5an2/6p1p/2p1p3P/p1P6/P3P1c1N/B1C2r3/1R7/1NBAKA3 b	f2c2	2750	1:f2c2:2750;2:g3g0:2715;3:i9h9:2699;4:b9c7:2224	random_pikafish_takeover	seed	case-000599	47	2	49	2	103
